"average_covered_charges","average_medicare_payments","average_medicare_payments_2","drg_definition","hospital_referral_region_description","provider_city","provider_id","provider_name","provider_state","provider_street_address","provider_zip_code","total_discharges"
"21735.21","5819.58","4876.37","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Saginaw","BAY CITY","230041","MCLAREN BAY REGION","MI","1900 COLUMBUS AVE","48708","56"
"22439.9","9834.92","7797.68","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Ann Arbor","ANN ARBOR","230046","UNIVERSITY OF MICHIGAN HEALTH SYSTEM","MI","1500 E MEDICAL CENTER DRIVE, SPC 5474","48109","50"
"26024.88","6293.92","5517.61","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Detroit","CLINTON TOWNSHI","230047","HENRY FORD MACOMB HOSPITAL","MI","15855 NINETEEN MILE RD","48038","26"
"19283.43","7267.7","6331.83","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Marquette","MARQUETTE","230054","MARQUETTE GENERAL HOSPITAL","MI","420 W MAGNETIC","49855","30"
"22537.4","6469.12","5523.36","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Saginaw","SAGINAW","230070","COVENANT MEDICAL CENTER, INC","MI","1447 N HARRISON","48602","25"
"25653.29","6187.94","5142.05","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Kalamazoo","BATTLE CREEK","230075","BRONSON BATTLE CREEK HOSPITAL","MI","300 NORTH AVENUE","49017","17"
"16385.10","6423.32","5414.02","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Saginaw","SAGINAW","230077","ST MARY'S OF MICHIGAN MEDICAL CENTER","MI","800 S WASHINGTON AVENU","48601","49"
"24093.5","6239.33","4790.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Detroit","GROSSE POINTE","230089","BEAUMONT HOSPITAL, GROSSE POINTE","MI","468 CADIEUX RD","48230","12"
"20394.5","6364.13","4986.81","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Ann Arbor","JACKSON","230092","ALLEGIANCE HEALTH","MI","205 N EAST AVE","49201","22"
"15254.57","7236.39","5723.27","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Traverse City","TRAVERSE CITY","230097","MUNSON MEDICAL CENTER","MI","1105 SIXTH STREET","49684","92"
"27379.88","10062.76","9139.94","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Detroit","DETROIT","230104","HARPER UNIVERSITY HOSPITAL","MI","3990 JOHN R STREET","48201","17"
"13731.89","6737","5814.64","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Petoskey","PETOSKEY","230105","NORTHERN MICHIGAN REGIONAL HOSPITAL","MI","416 CONNABLE AVE","49770","68"
"28822.95","7301.76","5596.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Kalamazoo","KALAMAZOO","230117","BORGESS MEDICAL CENTER","MI","1521 GULL ROAD","49048","63"
"22950.46","7543.17","5886.01","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Royal Oak","ROYAL OAK","230130","WILLIAM BEAUMONT HOSPITAL","MI","3601 W THIRTEEN MILE RD","48073","64"
"26176.02","7306.27","6245.16","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Flint","FLINT","230141","MCLAREN FLINT","MI","401 S BALLENGER HIGHWAY","48532","36"
"25710.78","6327.68","5439.05","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Dearborn","WYANDOTTE","230146","HENRY FORD WYANDOTTE HOSPITAL","MI","2333 BIDDLE AVE","48192","19"
"16450.91","8475","6895.52","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Ann Arbor","FARMINGTON HILL","230151","BOTSFORD HOSPITAL","MI","28050 GRAND RIVER AVENUE","48336","23"
"31979.65","6600.12","5552.59","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Ann Arbor","ANN ARBOR","230156","ST JOSEPH MERCY HOSPITAL","MI","5301 E HURON RIVER DR","48106","49"
"27995.59","7926.62","6459.46","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Detroit","DETROIT","230165","ST JOHN HOSPITAL AND MEDICAL CENTER","MI","22101 MOROSS RD","48236","32"
"17711.48","6997.72","5683.08","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Lansing","LANSING","230167","MCLAREN - GREATER LANSING","MI","401 W GREENLAWN AVE","48910","25"
"23259.85","6661.78","5707.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Detroit","WARREN","230195","ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER","MI","11800 EAST TWELVE MILE ROAD","48093","14"
"24363.53","7618.2","6596.77","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Flint","GRAND BLANC","230197","GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK","MI","ONE GENESYS PARKWAY","48439","45"
"18607.73","5952.08","4828.43","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Detroit","PORT HURON","230216","PORT HURON HOSPITAL","MI","1221 PINE GROVE AVE","48060","23"
"17693.45","6807.95","5989.04","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Saginaw","MIDLAND","230222","MIDMICHIGAN MEDICAL CENTER-MIDLAND","MI","4000 WELLNESS DRIVE","48670","22"
"27193.89","6684.85","5761.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Detroit","MOUNT CLEMENS","230227","MOUNT CLEMENS REGIONAL MEDICAL CENTER","MI","1000 HARRINGTON BLVD","48043","28"
"28022.64","7463.76","6664.70","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Lansing","LANSING","230230","EDWARD W SPARROW HOSPITAL","MI","1215 E MICHIGAN AVENUE","48912","17"
"19195.36","8599.56","5507.24","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Grand Rapids","WYOMING","230236","METRO HEALTH HOSPITAL","MI","5900 BYRON CENTER AVENUE, SW","49519","25"
"12591.04","7145.33","6288.95","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Dearborn","GARDEN CITY","230244","GARDEN CITY HOSPITAL","MI","6245 INKSTER RD","48135","21"
"21591.76","6608.46","4883","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Royal Oak","ROCHESTER","230254","CRITTENTON HOSPITAL MEDICAL CENTER","MI","1101 W UNIVERSITY DRIVE","48307","13"
"17569.95","6303.11","5158.09","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Royal Oak","TROY","230269","WILLIAM BEAUMONT HOSPITAL-TROY","MI","44201 DEQUINDRE ROAD","48085","42"
"31908.66","7582.93","5140.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Pontiac","COMMERCE TOWNSH","230277","HURON VALLEY-SINAI HOSPITAL","MI","ONE WILLIAM CARLS DRIVE","48382","15"
"28847.95","6678.91","6046.04","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - Minneapolis","ROBBINSDALE","240001","NORTH MEMORIAL MEDICAL CENTER","MN","3300 OAKDALE NORTH","55422","23"
"17597.54","6791.35","5876.10","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - Duluth","DULUTH","240002","ESSENTIA HEALTH ST MARY'S MEDICAL CENTER","MN","407 E 3RD ST","55805","37"
"25844.83","8031.65","6465.80","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - Rochester","ROCHESTER","240010","MAYO CLINIC - SAINT MARYS HOSPITAL","MN","1216 SECOND STREET WEST","55902","72"
"21249.25","7831.68","6817.64","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - St. Cloud","SAINT CLOUD","240036","ST CLOUD HOSPITAL","MN","1406 6TH AVE NORTH","56303","54"
"33972.07","8047.35","5276.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - Duluth","DULUTH","240047","ST LUKES HOSPITAL","MN","915 E 1ST ST","55805","14"
"17466.44","6381.72","5479.96","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - Minneapolis","SAINT LOUIS PAR","240053","PARK NICOLLET METHODIST HOSPITAL","MN","6500 EXCELSIOR BLVD","55426","25"
"34628.73","7602.57","5427.45","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - Minneapolis","MINNEAPOLIS","240057","ABBOTT NORTHWESTERN HOSPITAL","MN","800 EAST 28TH STREET","55407","42"
"51058.64","13234.35","4930.28","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - St. Paul","SAINT PAUL","240063","ST JOSEPH'S HOSPITAL","MN","45 WEST 10TH STREET","55102","14"
"17139.52","6216.76","5012.50","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - Minneapolis","EDINA","240078","FAIRVIEW SOUTHDALE HOSPITAL","MN","6401 FRANCE AVENUE SOUTH","55435","65"
"12607.73","7529.8","6479.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - Minneapolis","WILLMAR","240088","RICE MEMORIAL HOSPITAL","MN","301 BECKER AVE SW","56201","15"
"15378.63","7211","5248","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - Minneapolis","MANKATO","240093","MAYO CLINIC HEALTH SYSTEM - MANKATO","MN","1025 MARSH STREET BOX 8673","56002","11"
"14996.30","6425.69","5390.61","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","ND - Fargo/Moorhead MN","BEMIDJI","240100","SANFORD BEMIDJI MEDICAL CENTER","MN","1300 ANNE ST NW","56601","13"
"32270.19","8478.19","7486.65","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - St. Paul","SAINT PAUL","240106","REGIONS HOSPITAL","MN","640 JACKSON STREET","55101","26"
"28506.64","7288.58","5192","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MN - Minneapolis","COON RAPIDS","240115","MERCY HOSPITAL","MN","4050 COON RAPIDS BLVD","55433","34"
"20600.18","10017.36","6677.54","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Jackson","JACKSON","250001","UNIVERSITY OF MISSISSIPPI MED CENTER","MS","2500 N STATE ST","39216","11"
"15615.08","6370.63","4956.07","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Tupelo","TUPELO","250004","NORTH MISSISSIPPI MEDICAL CENTER","MS","830 S GLOSTER","38801","100"
"24757.58","5848.66","4970.88","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Memphis","CORINTH","250009","MAGNOLIA REGIONAL HEALTH CENTER","MS","611 ALCORN DRIVE","38834","36"
"32590.63","6275.09","5308.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Gulfport","GULFPORT","250019","MEMORIAL HOSPITAL AT GULFPORT","MS","4500 13TH ST-P O BOX 1810","39502","72"
"56501.88","6593.29","5250.41","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Jackson","VICKSBURG","250031","RIVER REGION HEALTH SYSTEM","MS","2100 HWY 61 N","39183","17"
"16094.73","6068.05","5118.15","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Oxford","OXFORD","250034","BAPTIST MEMORIAL HOSPITAL NORTH MS","MS","2301 SOUTH LAMAR","38655","38"
"47045.12","5768.25","4830.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","AL - Mobile","PASCAGOULA","250040","SINGING RIVER HOSPITAL","MS","2809 DENNY AV","39581","24"
"23840.42","6025.01","4414.54","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Jackson","JACKSON","250048","ST DOMINIC-JACKSON MEMORIAL HOSPITAL","MS","969 LAKELAND DR","39216","59"
"19534.85","6310.42","4141.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Meridian","MERIDIAN","250069","RUSH FOUNDATION HOSPITAL","MS","1314 19TH AVE","39301","14"
"16732.33","6312.64","5235.22","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Hattiesburg","HATTIESBURG","250078","FORREST GENERAL HOSPITAL","MS","6051 US HIGHWAY 49","39404","93"
"36666.05","6034.94","5112.11","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Hattiesburg","HATTIESBURG","250094","WESLEY MEDICAL CENTER","MS","5001 W HARDY ST","39402","17"
"26736.18","6094.75","5316.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Tupelo","COLUMBUS","250100","BAPTIST MEM HOSP/GOLDEN TRIANGLE INC","MS","2520 5TH ST N","39701","16"
"43531.42","5994","5111.42","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","PLANO","450651","MEDICAL CENTER OF PLANO","TX","3901 W 15TH ST","75075","14"
"16572.90","5519.29","4137.06","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Jackson","JACKSON","250102","MISSISSIPPI BAPTIST MEDICAL CENTER","MS","1225 N STATE ST","39202","64"
"34301.92","5734.57","4773.42","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MS - Meridian","MERIDIAN","250104","ANDERSON REGIONAL MEDICAL CENTER","MS","2124 14 ST","39301","14"
"24547.23","6081.23","5061.07","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Memphis","SOUTHAVEN","250141","BAPTIST MEMORIAL HOSPITAL DESOTO","MS","7601 SOUTHCREST DR","38671","13"
"15148.83","5800.48","4800.37","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Joplin","JOPLIN","260001","ST JOHN'S REGIONAL MEDICAL CENTER","MO","2817 ST JOHNS BLVD","64801","56"
"18893.54","6059.33","5405.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - St. Louis","SAINT CHARLES","260005","SSM ST JOSEPH HEALTH CENTER","MO","300 1ST CAPITOL DR","63301","24"
"21196.62","8452.81","6167.68","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","SAINT JOSEPH","260006","HEARTLAND REGIONAL MEDICAL CENTER","MO","5325 FARAON STREET","64506","32"
"11025.57","5382.5","4261.92","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Columbia","SEDALIA","260009","BOTHWELL REGIONAL HEALTH CENTER","MO","601 E 14TH ST","65302","14"
"22819.25","6028.96","4943.62","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - St. Louis","SAINT LOUIS","260020","MERCY HOSPITAL ST LOUIS","MO","615 NEW BALLAS ROAD","63141","27"
"29222","6708.5","5902.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Columbia","HANNIBAL","260025","HANNIBAL REGIONAL HOSPITAL","MO","6000 HOSPITAL DR","63401","14"
"41765.63","6473","5529.84","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","KANSAS CITY","260027","RESEARCH MEDICAL CENTER","MO","2316 E MEYER BLVD","64132","19"
"21531.71","8629.81","6126.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - St. Louis","SAINT LOUIS","260032","BARNES JEWISH HOSPITAL","MO","ONE BARNES-JEWISH HOSPITAL PLAZA","63110","32"
"18411.82","6014.97","5016.91","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Springfield","SPRINGFIELD","260040","COX MEDICAL CENTER","MO","3801 SOUTH NATIONAL AVENUE","65807","45"
"20238","6211.65","5001.02","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Columbia","JEFFERSON CITY","260047","CAPITAL REGION MEDICAL CENTER","MO","1125 MADISON ST","65102","46"
"27612","5797.19","4942.20","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Springfield","SPRINGFIELD","260065","ST JOHN'S REGIONAL HEALTH CENTER","MO","1235 E CHEROKEE","65804","67"
"12889.36","5066.52","4065.29","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Columbia","COLUMBIA","260068","BOONE HOSPITAL CENTER","MO","1600 E BROADWAY","65201","111"
"19067.63","5344.45","4008.68","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - St. Louis","SAINT LOUIS","260077","ST ANTHONY'S MEDICAL CENTER","MO","10010 KENNERLY ROAD","63128","22"
"25976.26","5932.65","4134.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","KANSAS CITY","260085","ST JOSEPH MEDICAL CENTER","MO","1000 CARONDELET DR","64114","26"
"25351.45","7884","6863.63","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - St. Louis","RICHMOND HEIGHT","260091","SSM ST MARYS HEALTH CENTER","MO","6420 CLAYTON RD","63117","11"
"41315","5784.36","5076.15","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","INDEPENDENCE","260095","CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC","MO","19600 EAST 39TH STREET","64057","19"
"19609.51","5586.64","4600.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","NORTH KANSAS CI","260096","NORTH KANSAS CITY HOSPITAL","MO","2800 CLAY EDWARDS DRIVE","64116","56"
"19240.29","6192.64","5277.35","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - St. Louis","BRIDGETON","260104","SSM DEPAUL HEALTH CENTER","MO","12303 DEPAUL DRIVE","63044","17"
"15047.79","5568.83","4213.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - St. Louis","TOWN AND COUNTR","260108","MISSOURI BAPTIST MEDICAL CENTER","MO","3015 N BALLAS RD","63131","43"
"42454.29","5841.83","4720.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Cape Girardeau","CAPE GIRARDEAU","260110","SOUTHEAST MISSOURI HOSPITAL","MO","1701 LACEY ST","63701","37"
"75192.51","6491.85","5616.14","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - St. Louis","POPLAR BLUFF","260119","POPLAR BLUFF REGIONAL MEDICAL CENTER","MO","2620 N WESTWOOD BLVD","63901","27"
"23523.01","6018.42","4923.46","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Joplin","JOPLIN","260137","FREEMAN HEALTH SYSTEM - FREEMAN WEST","MO","1102 WEST 32ND STREET","64804","54"
"41915.02","6933.92","5980.34","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","KANSAS CITY","260138","ST LUKES HOSPITAL OF KANSAS CITY","MO","4401 WORNALL ROAD","64111","38"
"29369.18","7517.37","6680","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Columbia","COLUMBIA","260141","UNIVERSITY OF MISSOURI HEALTH CARE","MO","ONE HOSPITAL DRIVE, ROOM CE121, DC031,00","65201","16"
"30790.17","5893.56","4964","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - St. Louis","SAINT LOUIS","260176","DES PERES HOSPITAL","MO","2345 DOUGHERTY FERRY ROAD","63122","23"
"20889.92","5231.17","4210.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","LIBERTY","260177","LIBERTY HOSPITAL","MO","2525 GLENN HENDREN DR","64069","28"
"18307.11","5947.81","4522.14","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - St. Louis","CHESTERFIELD","260179","ST LUKES HOSPITAL","MO","232 S WOODS MILL RD","63017","61"
"16135.5","6141.83","4686","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - St. Louis","SAINT LOUIS","260180","CHRISTIAN HOSPITAL NORTHEAST","MO","11133 DUNN ROAD","63136","18"
"32259","6408.16","4977.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Cape Girardeau","CAPE GIRARDEAU","260183","ST FRANCIS MEDICAL CENTER","MO","211 ST FRANCIS DR","63703","36"
"26651","7083.18","6057","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Columbia","OSAGE BEACH","260186","LAKE REGIONAL HEALTH SYSTEM","MO","54 HOSPITAL DRIVE","65065","11"
"14227.39","6339.30","5452.27","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MT - Billings","BILLINGS","270004","BILLINGS CLINIC HOSPITAL","MT","2800 10TH AVE N","59101","33"
"20515.96","6619.44","5782.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MT - Great Falls","GREAT FALLS","270012","BENEFIS HOSPITALS INC","MT","1101 26TH ST S","59405","59"
"22178.94","5697.38","4802.20","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MT - Missoula","MISSOULA","270014","ST PATRICK HOSPITAL","MT","500 W BROADWAY","59806","34"
"16555.54","7078.22","5278.74","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MT - Billings","BILLINGS","270049","ST VINCENT HEALTHCARE","MT","1233 N 30TH ST","59107","31"
"17520.05","6144.70","5157.17","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MT - Missoula","KALISPELL","270051","KALISPELL REGIONAL MEDICAL CENTER","MT","310 SUNNYVIEW LANE","59901","17"
"23809.12","6537.5","4875.52","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NE - Lincoln","LINCOLN","280003","BRYANLGH MEDICAL CENTER","NE","1600 SOUTH 48TH ST","68506","48"
"18298.54","7224.67","6283.51","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NE - Omaha","KEARNEY","280009","GOOD SAMARITAN HOSPITAL","NE","P O BOX 1990, 10 EAST 31ST ST","68848","31"
"28566.72","7563.77","6501.77","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NE - Omaha","OMAHA","280013","THE NEBRASKA MEDICAL CENTER","NE","987400 NEBRASKA MEDICAL CENTER","68198","18"
"21959.62","6408.33","4514","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NE - Omaha","OMAHA","280040","THE NEBRASKA METHODIST HOSPITAL","NE","8303 DODGE ST","68114","24"
"27950.03","6072.82","5193.67","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NE - Omaha","OMAHA","280060","ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER","NE","7500 MERCY RD","68124","28"
"35408.75","8984.56","5905.75","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CO - Denver","SCOTTSBLUFF","280061","REGIONAL WEST MEDICAL CENTER","NE","4021 AVE B","69361","16"
"28984.45","6710.81","5602.09","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NE - Omaha","OMAHA","280081","ALEGENT HEALTH IMMANUEL MEDICAL CENTER","NE","6901 NORTH 72ND ST","68122","11"
"22269","7142","6348.58","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NE - Omaha","NORFOLK","280125","FAITH REGIONAL HEALTH SERVICES","NE","2700 WEST NORFOLK AVE","68701","17"
"6994.06","5519.41","4495.55","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NE - Lincoln","LINCOLN","280128","NEBRASKA HEART HOSPITAL","NE","7500 SOUTH 91ST ST","68526","125"
"23482.86","6807.83","5715.24","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NV - Reno","RENO","290001","RENOWN REGIONAL MEDICAL CENTER","NV","1155 MILL STREET","89502","73"
"41199.28","8062.79","6154.41","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NV - Las Vegas","LAS VEGAS","290003","SUNRISE HOSPITAL AND MEDICAL CENTER","NV","3186 S MARYLAND PKWY","89109","39"
"45601.95","6310","4667.39","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NV - Reno","RENO","290009","SAINT MARY'S REGIONAL MEDICAL CENTER","NV","235 W 6TH ST","89503","23"
"35737.21","7683.81","6728.18","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NV - Reno","CARSON CITY","290019","CARSON TAHOE REGIONAL MEDICAL CENTER","NV","1600 MEDICAL PARKWAY","89703","33"
"53481.27","7790.66","6007.83","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NV - Las Vegas","LAS VEGAS","290021","VALLEY HOSPITAL MEDICAL CENTER","NV","620 SHADOW LANE","89106","18"
"82666.26","7442.26","4914.13","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NV - Las Vegas","LAS VEGAS","290022","DESERT SPRINGS HOSPITAL","NV","2075 EAST FLAMINGO ROAD","89119","15"
"41627.11","6634.52","5255.82","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NV - Las Vegas","LAS VEGAS","290039","MOUNTAINVIEW HOSPITAL","NV","3100 N TENAYA WAY","89128","17"
"61187.58","6885.41","5617.41","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NV - Las Vegas","LAS VEGAS","290041","SUMMERLIN HOSPITAL MEDICAL CENTER","NV","657 TOWN CENTER DRIVE","89144","31"
"45553.77","6986.52","4826.11","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NV - Las Vegas","HENDERSON","290045","SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS","NV","3001 ST ROSE PARKWAY","89052","36"
"53917.81","7013.81","6093.45","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NV - Las Vegas","LAS VEGAS","290046","SPRING VALLEY HOSPITAL MEDICAL CENTER","NV","5400 SOUTH RAINBOW BLVD","89118","11"
"38248.13","5981.26","4368.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NV - Las Vegas","LAS VEGAS","290053","SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS","NV","8280 W WARM SPRINGS ROAD","89113","15"
"28318.15","7040.52","5521.89","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NH - Manchester","CONCORD","300001","CONCORD HOSPITAL","NH","250 PLEASANT ST","3301","19"
"22848.18","9099.20","7914.74","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NH - Lebanon","LEBANON","300003","MARY HITCHCOCK MEMORIAL HOSPITAL","NH","1 MEDICAL CENTER DRIVE","3756","43"
"23444.72","6748","5686.70","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NH - Manchester","LACONIA","300005","LAKES REGION GENERAL HOSPITAL","NH","80 HIGHLAND ST","3246","37"
"25351.72","8377.81","4639.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NH - Manchester","NASHUA","300011","ST JOSEPH HOSPITAL","NH","172 KINSLEY ST","3060","11"
"14912.42","6618.42","5368.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NH - Manchester","MANCHESTER","300012","ELLIOT HOSPITAL","NH","1 ELLIOT WAY","3103","26"
"22618.45","6079","5105.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NH - Manchester","EXETER","300023","EXETER HOSPITAL INC","NH","5 ALUMNI DRIVE","3833","22"
"32770.57","6259.57","4821.05","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NH - Manchester","PORTSMOUTH","300029","PORTSMOUTH REGIONAL HOSPITAL","NH","333 BORTHWICK AVE","3801","19"
"23335.79","6535.76","4957.28","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NH - Manchester","MANCHESTER","300034","CATHOLIC MEDICAL CENTER","NH","100 MCGREGOR STREET","3102","39"
"46364.04","7874.87","6641.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Hackensack","HACKENSACK","310001","HACKENSACK UNIVERSITY MEDICAL CENTER","NJ","30 PROSPECT AVE","7601","47"
"29227.61","7592.84","6639.92","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Newark","BELLEVILLE","310009","CLARA MAASS MEDICAL CENTER","NJ","ONE CLARA MAAS DRIVE","7109","13"
